UNITID,ACAD_YEAR,FILE_NAME,TABLE_TRIM,Current year GRS cohort as a percent of entering class,Exclusions from full-time fall 2022 cohort,Exclusions from part-time fall 2022 cohort,Full-time adjusted fall 2022 cohort,Full-time fall 2022 cohort,Full-time first-time degree/certificate-seeking undergraduate (current year GRS cohort),"Full-time retention rate, 2023",Inclusions to the full-time fall 2022 cohort,Inclusions to the part-time fall 2022 cohort,Part-time adjusted fall 2022 cohort,Part-time fall 2022 cohort,"Part-time retention rate, 2023",Student-to-faculty ratio,Students from the full-time adjusted fall 2022 cohort enrolled in fall 2023,Students from the part-time adjusted fall 2022 cohort enrolled in fall 2023,"Total entering students at the undergraduate level, fall 2023"
134130,2020,ef2019d_rv.csv,EFD,73,0,0,6758,6758,6507,97,0,0,34,34,82,17,6530,28,8866
134130,2021,ef2020d_rv.csv,EFD,74,0,0,6507,6507,6301,97,0,0,19,19,89,17,6334,17,8547
134130,2022,ef2021d_rv.csv,EFD,76,0,0,6301,6301,6760,97,0,0,32,32,91,17,6095,29,8913
134130,2023,ef2022d_rv.csv,EFD,76,0,0,6760,6760,6594,97,0,0,27,27,96,16,6528,26,8679
134130,2024,ef2023d.csv,EFD,77,0,0,6594,6594,6726,97,0,0,18,18,89,16,6402,16,8729
134343,2007,ef2006d_RV.csv,EFD,36,,,,,656,66,,,,,47,,,,1816
134343,2008,ef2007d_rv.csv,EFD,47,0,0,656,656,698,66,,,383,383,48,,430,182,1471
134343,2009,ef2008d_rv.csv,EFD,47,0,0,698,698,650,65,,,393,393,50,,453,196,1386
134343,2010,ef2009d_rv.csv,EFD,46,0,0,650,650,663,69,,,370,370,48,20,448,177,1432
134343,2011,ef2010d_rv.csv,EFD,43,0,0,0,0,700,,,,0,0,,22,0,0,1620
134343,2012,ef2011d_rv.csv,EFD,47,0,0,0,0,716,,,,0,0,,21,0,0,1528
134343,2013,ef2012d_rv.csv,EFD,27,0,0,0,0,415,,,,0,0,,21,0,0,1525
134343,2014,ef2013d_rv.csv,EFD,34,0,0,0,0,536,,,,0,0,,18,0,0,1583
134343,2015,ef2014d_rv.csv,EFD,50,0,0,0,0,645,,,,0,0,,19,0,0,1300
134343,2016,ef2015d_rv.csv,EFD,71,0,0,0,0,272,,,,0,0,,19,0,0,384
134343,2017,ef2016d_rv.csv,EFD,50,0,0,0,0,586,,0,0,0,0,,18,0,0,1179
134343,2018,ef2017d_rv.csv,EFD,53,0,0,0,0,626,,0,0,0,0,,19,0,0,1181
134343,2019,ef2018d_rv.csv,EFD,50,0,0,0,0,619,,0,0,0,0,,19,0,0,1242
134343,2020,ef2019d_rv.csv,EFD,54,0,0,0,0,546,,0,0,0,0,,19,0,0,1009
134343,2021,ef2020d_rv.csv,EFD,58,0,0,0,0,548,,0,0,0,0,,18,0,0,944
134343,2022,ef2021d_rv.csv,EFD,70,0,0,0,0,686,,0,0,0,0,,18,0,0,986
134343,2023,ef2022d_rv.csv,EFD,70,0,0,0,0,696,,0,0,0,0,,19,0,0,997
134343,2024,ef2023d.csv,EFD,72,0,0,0,0,698,,0,0,0,0,,20,0,0,971
134495,2007,ef2006d_RV.csv,EFD,38,,,,,1853,60,,,,,45,,,,4881
134495,2008,ef2007d_rv.csv,EFD,38,0,0,1853,1853,1825,65,,,1700,1700,47,,1204,794,4813
134495,2009,ef2008d_rv.csv,EFD,45,0,0,1825,1825,2608,65,,,1401,1401,45,,1192,632,5813
134495,2010,ef2009d_rv.csv,EFD,46,0,0,2608,2608,2961,66,,,1471,1471,48,25,1732,708,6507
134495,2011,ef2010d_rv.csv,EFD,44,0,0,2961,2961,2865,62,,,1638,1638,49,25,1841,809,6439
134495,2012,ef2011d_rv.csv,EFD,48,0,0,2865,2865,3329,62,,,1677,1677,50,25,1769,837,6874
134495,2013,ef2012d_rv.csv,EFD,47,0,0,3327,3327,3450,63,,,1896,1896,49,26,2087,926,7272
134495,2014,ef2013d_rv.csv,EFD,44,0,0,3450,3450,3385,63,,,1744,1744,49,23,2160,856,7624
134495,2015,ef2014d_rv.csv,EFD,43,0,0,3385,3385,3287,61,,,1592,1592,50,23,2058,792,7678
134495,2016,ef2015d_rv.csv,EFD,41,0,0,3287,3287,3042,61,,,1779,1779,49,22,2020,872,7360
134495,2017,ef2016d_rv.csv,EFD,42,0,0,3042,3042,3338,62,0,0,1739,1739,51,23,1890,883,7916
134495,2018,ef2017d_rv.csv,EFD,44,0,0,3338,3338,3560,63,0,0,1856,1856,49,24,2101,917,8078
134495,2019,ef2018d_rv.csv,EFD,49,0,0,3560,3560,3847,60,0,0,1821,1821,50,24,2137,905,7815
134495,2020,ef2019d_rv.csv,EFD,49,0,0,3847,3847,3552,62,0,0,1864,1864,49,24,2402,915,7233
134495,2021,ef2020d_rv.csv,EFD,50,0,0,3552,3552,2780,60,0,0,1679,1679,45,21,2134,754,5556
134495,2022,ef2021d_rv.csv,EFD,48,0,0,2780,2780,2927,62,0,0,1303,1303,52,22,1714,678,6080
134495,2023,ef2022d_rv.csv,EFD,50,0,0,0,0,3290,,0,0,0,0,,23,0,0,6636
134495,2024,ef2023d.csv,EFD,49,0,0,0,0,3278,,0,0,0,0,,23,0,0,6731
134608,2007,ef2006d_RV.csv,EFD,28,,,,,1174,66,,,,,43,,,,4177
134608,2008,ef2007d_rv.csv,EFD,38,0,0,1174,1174,1255,69,,,599,599,47,,810,283,3321
134608,2009,ef2008d_rv.csv,EFD,41,0,0,1255,1255,1329,67,,,741,741,45,,844,335,3227
134608,2010,ef2009d_rv.csv,EFD,43,0,0,1329,1329,1612,66,,,742,742,51,23,877,381,3724
134608,2011,ef2010d_rv.csv,EFD,48,0,0,0,0,1761,,,,0,0,,22,0,0,3661
134608,2012,ef2011d_rv.csv,EFD,49,0,0,0,0,1735,,,,0,0,,23,0,0,3529
134608,2013,ef2012d_rv.csv,EFD,47,0,0,0,0,1532,,,,0,0,,24,0,0,3239
134608,2014,ef2013d_rv.csv,EFD,48,0,0,0,0,1519,,,,0,0,,25,0,0,3194
134608,2015,ef2014d_rv.csv,EFD,44,0,0,0,0,1467,,,,0,0,,26,0,0,3336
134608,2016,ef2015d_rv.csv,EFD,45,0,0,0,0,1354,,,,0,0,,26,0,0,3015
134608,2017,ef2016d_rv.csv,EFD,48,0,0,0,0,1509,,0,0,0,0,,27,0,0,3166
134608,2018,ef2017d_rv.csv,EFD,42,0,0,0,0,1311,,0,0,0,0,,27,0,0,3128
134608,2019,ef2018d_rv.csv,EFD,33,0,0,0,0,1051,,0,0,0,0,,26,0,0,3212
134608,2020,ef2019d_rv.csv,EFD,46,0,0,0,0,1401,,0,0,0,0,,24,0,0,3036
134608,2021,ef2020d_rv.csv,EFD,47,0,0,0,0,976,,0,0,0,0,,25,0,0,2073
134608,2022,ef2021d_rv.csv,EFD,39,0,0,0,0,1074,,0,0,0,0,,25,0,0,2774
134608,2023,ef2022d_rv.csv,EFD,64,0,0,0,0,2366,,0,0,0,0,,27,0,0,3716
134608,2024,ef2023d.csv,EFD,66,0,0,0,0,2438,,0,0,0,0,,27,0,0,3712
135160,2007,ef2006d_RV.csv,EFD,36,,,,,353,64,,,,,43,,,,968
135160,2008,ef2007d_rv.csv,EFD,54,0,0,353,353,369,64,,,136,136,51,,226,69,689
135160,2009,ef2008d_rv.csv,EFD,49,0,0,369,369,299,52,,,203,203,49,,193,99,610
135160,2010,ef2009d_rv.csv,EFD,48,0,0,299,299,420,67,,,211,211,46,15,200,98,881
135160,2011,ef2010d_rv.csv,EFD,47,0,0,420,420,360,52,,,268,268,37,13,220,100,762
135160,2012,ef2011d_rv.csv,EFD,45,0,0,360,360,362,54,,,165,165,44,18,194,73,805
135160,2013,ef2012d_rv.csv,EFD,43,0,0,0,0,287,,,,0,0,,17,0,0,670
135160,2014,ef2013d_rv.csv,EFD,42,0,0,0,0,318,,,,0,0,,16,0,0,766
135160,2015,ef2014d_rv.csv,EFD,43,0,0,0,0,296,,,,0,0,,14,0,0,694
135160,2016,ef2015d_rv.csv,EFD,40,0,0,0,0,255,,,,0,0,,14,0,0,630
135160,2017,ef2016d_rv.csv,EFD,45,0,0,0,0,330,,0,0,0,0,,18,0,0,729
135160,2018,ef2017d_rv.csv,EFD,40,0,0,0,0,298,,0,0,0,0,,16,0,0,749
135160,2019,ef2018d_rv.csv,EFD,46,0,0,0,0,371,,0,0,0,0,,17,0,0,805
135160,2020,ef2019d_rv.csv,EFD,45,0,0,0,0,384,,0,0,0,0,,18,0,0,845
135160,2021,ef2020d_rv.csv,EFD,50,0,0,0,0,325,,0,0,0,0,,15,0,0,650
135160,2022,ef2021d_rv.csv,EFD,44,0,0,0,0,285,,0,0,0,0,,14,0,0,645
135160,2023,ef2022d_rv.csv,EFD,43,0,0,0,0,290,,0,0,0,0,,13,0,0,676
135160,2024,ef2023d.csv,EFD,43,0,0,0,0,352,,0,0,0,0,,14,0,0,821
135188,2007,ef2006d_RV.csv,EFD,27,,,,,390,60,,,,,45,,,,1470
135188,2008,ef2007d_rv.csv,EFD,43,0,0,390,390,536,64,,,287,287,44,,249,126,1258
135188,2009,ef2008d_rv.csv,EFD,47,0,0,536,536,526,65,,,484,484,42,,349,203,1130
135188,2010,ef2009d_rv.csv,EFD,46,0,0,526,526,583,68,,,329,329,42,19,357,137,1258
135188,2011,ef2010d_rv.csv,EFD,58,0,0,583,583,602,62,,,398,398,47,17,362,189,1030
135188,2012,ef2011d_rv.csv,EFD,44,0,0,602,602,504,64,,,417,417,50,21,384,210,1143
135188,2013,ef2012d_rv.csv,EFD,45,0,0,0,0,497,,,,0,0,,18,0,0,1097
135188,2014,ef2013d_rv.csv,EFD,44,0,0,0,0,474,,,,0,0,,19,0,0,1076
135188,2015,ef2014d_rv.csv,EFD,42,0,0,0,0,462,,,,0,0,,18,0,0,1092
135188,2016,ef2015d_rv.csv,EFD,49,0,0,0,0,583,,,,0,0,,19,0,0,1182
135188,2017,ef2016d_rv.csv,EFD,48,0,0,0,0,542,,0,0,0,0,,19,0,0,1122
135188,2018,ef2017d_rv.csv,EFD,45,0,0,0,0,609,,0,0,0,0,,21,0,0,1339
135188,2019,ef2018d_rv.csv,EFD,47,0,0,0,0,579,,0,0,0,0,,24,0,0,1242
135188,2020,ef2019d_rv.csv,EFD,43,0,0,0,0,536,,0,0,0,0,,26,0,0,1242
135188,2021,ef2020d_rv.csv,EFD,46,0,0,0,0,509,,0,0,0,0,,24,0,0,1101
135188,2022,ef2021d_rv.csv,EFD,44,0,0,0,0,416,,0,0,0,0,,24,0,0,953
135188,2023,ef2022d_rv.csv,EFD,47,0,0,0,0,501,,0,0,0,0,,26,0,0,1072
135188,2024,ef2023d.csv,EFD,45,0,0,0,0,574,,0,0,0,0,,25,0,0,1265
135391,2007,ef2006d_RV.csv,EFD,45,,,,,1401,67,,,,,50,,,,3085
135391,2008,ef2007d_rv.csv,EFD,52,0,0,1401,1401,1417,67,,,571,571,53,,934,302,2723
135391,2009,ef2008d_rv.csv,EFD,54,0,0,1417,1417,1586,67,,,596,596,48,,956,287,2951
135391,2010,ef2009d_rv.csv,EFD,54,0,0,1586,1586,1621,63,,,638,638,52,25,997,333,3010
135391,2011,ef2010d_rv.csv,EFD,48,0,0,0,0,1378,,,,0,0,,24,0,0,2880
135391,2012,ef2011d_rv.csv,EFD,50,0,0,0,0,1296,,,,0,0,,23,0,0,2605
135391,2013,ef2012d_rv.csv,EFD,47,0,0,0,0,1180,,,,0,0,,23,0,0,2487
135391,2014,ef2013d_rv.csv,EFD,46,0,0,0,0,1121,,,,0,0,,22,0,0,2422
135391,2015,ef2014d_rv.csv,EFD,47,0,0,0,0,1301,,,,0,0,,22,0,0,2753
135391,2016,ef2015d_rv.csv,EFD,47,0,0,0,0,1236,,,,0,0,,22,0,0,2634
135391,2017,ef2016d_rv.csv,EFD,46,0,0,0,0,1170,,0,0,0,0,,21,0,0,2526
135391,2018,ef2017d_rv.csv,EFD,48,0,0,0,0,1257,,0,0,0,0,,21,0,0,2626
135391,2019,ef2018d_rv.csv,EFD,49,0,0,0,0,1217,,0,0,0,0,,21,0,0,2499
135391,2020,ef2019d_rv.csv,EFD,51,0,0,0,0,1382,,0,0,0,0,,30,0,0,2716
135391,2021,ef2020d_rv.csv,EFD,54,0,0,0,0,1199,,0,0,0,0,,30,0,0,2235
135391,2022,ef2021d_rv.csv,EFD,54,0,0,0,0,1118,,0,0,0,0,,21,0,0,2082
135391,2023,ef2022d_rv.csv,EFD,56,0,0,0,0,1275,,0,0,0,0,,38,0,0,2276
135391,2024,ef2023d.csv,EFD,59,0,0,0,0,1319,,0,0,0,0,,23,0,0,2218
135717,2007,ef2006d_RV.csv,EFD,45,,,,,6147,62,,,,,50,,,,13551
135717,2008,ef2007d_rv.csv,EFD,55,0,0,6147,6147,7176,66,,,3920,3920,52,,4086,2039,13134
135717,2009,ef2008d_rv.csv,EFD,53,0,0,7176,7176,7374,67,,,4136,4136,53,,4792,2195,13843
135717,2010,ef2009d_rv.csv,EFD,54,0,0,7374,7374,7383,67,,,4369,4369,52,21,4944,2275,13716
135717,2011,ef2010d_rv.csv,EFD,57,0,0,0,0,8241,,,,0,0,,24,0,0,14558
135717,2012,ef2011d_rv.csv,EFD,61,0,0,0,0,9467,,,,0,0,,22,0,0,15544
135717,2013,ef2012d_rv.csv,EFD,57,0,0,0,0,8365,,,,0,0,,25,0,0,14549
135717,2014,ef2013d_rv.csv,EFD,59,0,0,0,0,8738,,,,0,0,,24,0,0,14767
135717,2015,ef2014d_rv.csv,EFD,59,0,0,0,0,8822,,,,0,0,,23,0,0,14909
135717,2016,ef2015d_rv.csv,EFD,62,0,0,0,0,8410,,,,0,0,,20,0,0,13650
135717,2017,ef2016d_rv.csv,EFD,61,0,0,0,0,7605,,0,0,0,0,,18,0,0,12368
135717,2018,ef2017d_rv.csv,EFD,69,0,0,0,0,8783,,0,0,0,0,,19,0,0,12646
135717,2019,ef2018d_rv.csv,EFD,53,0,0,0,0,7768,,0,0,0,0,,19,0,0,14550
135717,2020,ef2019d_rv.csv,EFD,64,0,0,0,0,8770,,0,0,0,0,,19,0,0,13653
135717,2021,ef2020d_rv.csv,EFD,63,0,0,0,0,6469,,0,0,0,0,,19,0,0,10319
135717,2022,ef2021d_rv.csv,EFD,64,0,0,0,0,7040,,0,0,0,0,,18,0,0,11063
135717,2023,ef2022d_rv.csv,EFD,59,0,0,0,0,7260,,0,0,0,0,,19,0,0,12291
135717,2024,ef2023d.csv,EFD,63,0,0,0,0,6472,,0,0,0,0,,17,0,0,10285
136145,2007,ef2006d_RV.csv,EFD,41,,,,,231,59,,,,,59,,,,566
136145,2008,ef2007d_rv.csv,EFD,64,0,0,231,231,215,63,,,46,46,37,,145,17,334
136145,2009,ef2008d_rv.csv,EFD,74,0,0,215,215,155,50,,,63,63,56,,108,35,210
136145,2010,ef2009d_rv.csv,EFD,56,0,0,155,155,158,63,,,43,43,60,18,97,26,280
136145,2011,ef2010d_rv.csv,EFD,59,0,0,158,158,212,66,,,71,71,42,22,105,30,359
136145,2012,ef2011d_rv.csv,EFD,53,0,0,212,212,182,66,,,88,88,42,17,139,37,346
136145,2013,ef2012d_rv.csv,EFD,59,0,0,182,182,159,65,,,86,86,41,19,118,35,270
136145,2014,ef2013d_rv.csv,EFD,57,0,0,159,159,168,67,,,57,57,46,20,106,26,294
136145,2015,ef2014d_rv.csv,EFD,46,0,0,168,168,131,69,,,71,71,49,16,116,35,282
136145,2016,ef2015d_rv.csv,EFD,45,0,0,131,131,118,70,,,84,84,51,17,92,43,262
136145,2017,ef2016d_rv.csv,EFD,47,0,0,118,118,157,72,0,0,87,87,56,18,85,49,337
136145,2018,ef2017d_rv.csv,EFD,41,0,0,0,0,115,,0,0,0,0,,18,0,0,283
136145,2019,ef2018d_rv.csv,EFD,39,0,0,0,0,103,,0,0,0,0,,18,0,0,263
136145,2020,ef2019d_rv.csv,EFD,32,0,0,0,0,93,,0,0,0,0,,20,0,0,294
136145,2021,ef2020d_rv.csv,EFD,30,0,0,0,0,77,,0,0,0,0,,19,0,0,253
136145,2022,ef2021d_rv.csv,EFD,31,0,0,0,0,88,,0,0,0,0,,20,0,0,284
136145,2023,ef2022d_rv.csv,EFD,39,0,0,0,0,102,,0,0,0,0,,20,0,0,264
136145,2024,ef2023d.csv,EFD,35,0,0,0,0,106,,0,0,0,0,,20,0,0,299
136172,2007,ef2006d_RV.csv,EFD,55,,,,,2294,78,,,,,66,,,,4189
136172,2008,ef2007d_rv.csv,EFD,51,1,0,2296,2297,2025,77,,,233,233,69,,1773,160,3952
136172,2009,ef2008d_rv.csv,EFD,58,1,0,2024,2025,1689,78,,,258,258,72,,1569,186,2931
136172,2010,ef2009d_rv.csv,EFD,48,1,0,1689,1690,2011,83,,,162,162,82,23,1407,133,4214
136172,2011,ef2010d_rv.csv,EFD,51,0,0,2011,2011,1930,83,,,216,216,75,21,1670,163,3773
136172,2012,ef2011d_rv.csv,EFD,44,0,0,1930,1930,1729,81,,,67,67,76,20,1571,51,3916
136172,2013,ef2012d_rv.csv,EFD,41,1,0,1728,1729,1578,83,,,48,48,52,20,1440,25,3896
136172,2014,ef2013d_rv.csv,EFD,42,1,0,1577,1578,1573,82,,,30,30,70,20,1288,21,3703
136172,2015,ef2014d_rv.csv,EFD,47,0,0,1573,1573,1792,83,,,36,36,72,20,1303,26,3825
136172,2016,ef2015d_rv.csv,EFD,43,2,0,1790,1792,1513,80,,,67,67,66,18,1432,44,3519
136172,2017,ef2016d_rv.csv,EFD,47,1,0,1512,1513,1858,80,0,0,65,65,63,19,1203,41,3960
136172,2018,ef2017d_rv.csv,EFD,50,1,0,1857,1858,2161,81,0,0,120,120,55,18,1502,66,4295
136172,2019,ef2018d_rv.csv,EFD,52,2,0,2159,2161,2333,82,0,0,132,132,59,19,1761,78,4492
136172,2020,ef2019d_rv.csv,EFD,55,11,3,2322,2333,2458,83,0,0,138,141,48,19,1925,66,4488
136172,2021,ef2020d_rv.csv,EFD,63,10,0,2448,2458,2613,84,0,0,183,183,56,19,2051,103,4125
136172,2022,ef2021d_rv.csv,EFD,59,13,0,2600,2613,2424,79,0,0,128,128,61,19,2053,78,4078
136172,2023,ef2022d_rv.csv,EFD,67,13,0,2411,2424,3036,80,0,0,154,154,54,19,1931,83,4509
136172,2024,ef2023d.csv,EFD,62,28,0,3008,3036,2629,81,0,0,97,97,60,19,2442,58,4238
136233,2007,ef2006d_RV.csv,EFD,30,,,,,663,62,,,,,38,,,,2191
136233,2008,ef2007d_rv.csv,EFD,40,0,0,663,663,696,63,,,411,411,41,,421,170,1750
136233,2009,ef2008d_rv.csv,EFD,40,0,0,696,696,719,67,,,497,497,45,,464,225,1802
136233,2010,ef2009d_rv.csv,EFD,45,0,0,719,719,762,65,,,543,543,45,27,464,244,1710
136233,2011,ef2010d_rv.csv,EFD,41,0,0,0,0,754,,,,0,0,,27,0,0,1841
136233,2012,ef2011d_rv.csv,EFD,39,0,0,0,0,641,,,,0,0,,26,0,0,1624
136233,2013,ef2012d_rv.csv,EFD,41,0,0,0,0,632,,,,0,0,,27,0,0,1551
136233,2014,ef2013d_rv.csv,EFD,41,0,0,0,0,629,,,,0,0,,28,0,0,1548
136233,2015,ef2014d_rv.csv,EFD,39,0,0,0,0,571,,,,0,0,,26,0,0,1455
136233,2016,ef2015d_rv.csv,EFD,46,0,0,0,0,662,,,,0,0,,21,0,0,1426
136233,2017,ef2016d_rv.csv,EFD,48,0,0,0,0,522,,0,0,0,0,,21,0,0,1087
136233,2018,ef2017d_rv.csv,EFD,48,0,0,0,0,532,,0,0,0,0,,26,0,0,1102
136233,2019,ef2018d_rv.csv,EFD,51,0,0,0,0,608,,0,0,0,0,,27,0,0,1194
136233,2020,ef2019d_rv.csv,EFD,53,0,0,0,0,567,,0,0,0,0,,24,0,0,1064
136233,2021,ef2020d_rv.csv,EFD,48,0,0,0,0,460,,0,0,0,0,,23,0,0,956
136233,2022,ef2021d_rv.csv,EFD,48,0,0,0,0,402,,0,0,0,0,,23,0,0,833
136233,2023,ef2022d_rv.csv,EFD,50,0,0,0,0,455,,0,0,0,0,,21,0,0,903
136233,2024,ef2023d.csv,EFD,49,0,0,0,0,451,,0,0,0,0,,22,0,0,926
136358,2007,ef2006d_RV.csv,EFD,29,,,,,2049,64,,,,,48,,,,6999
136358,2008,ef2007d_rv.csv,EFD,45,0,0,2049,2049,2399,68,,,1809,1809,47,,1390,851,5343
136358,2009,ef2008d_rv.csv,EFD,46,0,0,2399,2399,2838,67,,,1905,1905,54,,1619,1031,6235
136358,2010,ef2009d_rv.csv,EFD,44,0,0,2838,2838,2906,71,,,1993,1993,54,23,2021,1086,6618
136358,2011,ef2010d_rv.csv,EFD,40,0,0,0,0,2851,,,,0,0,,26,0,0,7051
136358,2012,ef2011d_rv.csv,EFD,44,0,0,0,0,3044,,,,0,0,,26,0,0,6943
136358,2013,ef2012d_rv.csv,EFD,37,0,0,0,0,2704,,,,0,0,,29,0,0,7255
136358,2014,ef2013d_rv.csv,EFD,34,0,0,0,0,2506,,,,0,0,,30,0,0,7383
136358,2015,ef2014d_rv.csv,EFD,25,0,0,0,0,1729,,,,0,0,,30,0,0,7007
136358,2016,ef2015d_rv.csv,EFD,29,0,0,0,0,2210,,,,0,0,,27,0,0,7527
136358,2017,ef2016d_rv.csv,EFD,28,0,0,0,0,2172,,0,0,0,0,,23,0,0,7644
136358,2018,ef2017d_rv.csv,EFD,31,0,0,0,0,2307,,0,0,0,0,,23,0,0,7383
136358,2019,ef2018d_rv.csv,EFD,30,0,0,0,0,2261,,0,0,0,0,,24,0,0,7594
136358,2020,ef2019d_rv.csv,EFD,31,0,0,0,0,2384,,0,0,0,0,,29,0,0,7607
136358,2021,ef2020d_rv.csv,EFD,44,0,0,0,0,2483,,0,0,0,0,,29,0,0,5659
136358,2022,ef2021d_rv.csv,EFD,38,0,0,0,0,2136,,0,0,0,0,,27,0,0,5676
136358,2023,ef2022d_rv.csv,EFD,37,0,0,0,0,2352,,0,0,0,0,,27,0,0,6335
136358,2024,ef2023d.csv,EFD,39,0,0,0,0,2540,,0,0,0,0,,29,0,0,6531
136400,2007,ef2006d_RV.csv,EFD,34,,,,,1003,61,,,,,50,,,,2945
136400,2008,ef2007d_rv.csv,EFD,51,0,0,1003,1003,1170,65,,,645,645,50,,656,325,2277
136400,2009,ef2008d_rv.csv,EFD,49,0,0,1170,1170,1208,68,,,700,700,51,,797,357,2471
136400,2010,ef2009d_rv.csv,EFD,49,0,0,1208,1208,1399,70,,,794,794,51,29,842,404,2879
136400,2011,ef2010d_rv.csv,EFD,50,0,0,1399,1399,1487,66,,,903,903,51,31,927,459,2968
136400,2012,ef2011d_rv.csv,EFD,53,0,0,1487,1487,1555,63,,,928,928,51,35,936,470,2955
136400,2013,ef2012d_rv.csv,EFD,52,0,0,1555,1555,1311,60,,,910,910,47,27,926,424,2536
136400,2014,ef2013d_rv.csv,EFD,55,0,0,1311,1311,1525,64,,,804,804,50,27,837,402,2759
136400,2015,ef2014d_rv.csv,EFD,60,0,0,0,0,1636,,,,0,0,,27,0,0,2739
136400,2016,ef2015d_rv.csv,EFD,60,0,0,0,0,1513,,,,0,0,,27,0,0,2501
136400,2017,ef2016d_rv.csv,EFD,56,0,0,0,0,1466,,0,0,0,0,,29,0,0,2596
136400,2018,ef2017d_rv.csv,EFD,50,0,0,0,0,1234,,0,0,0,0,,32,0,0,2471
136400,2019,ef2018d_rv.csv,EFD,52,0,0,0,0,1283,,0,0,0,0,,34,0,0,2481
136400,2020,ef2019d_rv.csv,EFD,54,0,0,0,0,1314,,0,0,0,0,,27,0,0,2443
136400,2021,ef2020d_rv.csv,EFD,64,0,0,0,0,1018,,0,0,0,0,,28,0,0,1591
136400,2022,ef2021d_rv.csv,EFD,56,0,0,0,0,1071,,0,0,0,0,,26,0,0,1922
136400,2023,ef2022d_rv.csv,EFD,55,0,0,0,0,1042,,0,0,0,0,,24,0,0,1911
136400,2024,ef2023d.csv,EFD,63,0,0,0,0,1286,,0,0,0,0,,22,0,0,2038
136473,2007,ef2006d_RV.csv,EFD,32,,,,,1131,65,,,,,49,,,,3575
136473,2008,ef2007d_rv.csv,EFD,52,0,0,1131,1131,1330,66,,,622,622,50,,747,311,2543
136473,2009,ef2008d_rv.csv,EFD,51,0,0,1330,1330,1315,66,,,595,595,48,,883,284,2567
136473,2010,ef2009d_rv.csv,EFD,50,0,0,1315,1315,1312,68,,,689,689,48,25,894,331,2599
136473,2011,ef2010d_rv.csv,EFD,46,0,0,0,0,1242,,,,0,0,,25,0,0,2712
136473,2012,ef2011d_rv.csv,EFD,45,0,0,0,0,1168,,,,0,0,,25,0,0,2618
136473,2013,ef2012d_rv.csv,EFD,47,0,0,0,0,1265,,,,0,0,,24,0,0,2685
136473,2014,ef2013d_rv.csv,EFD,48,0,0,0,0,1207,,,,0,0,,23,0,0,2539
136473,2015,ef2014d_rv.csv,EFD,57,0,0,0,0,1028,,,,0,0,,21,0,0,1800
136473,2016,ef2015d_rv.csv,EFD,56,0,0,0,0,949,,,,0,0,,21,0,0,1693
136473,2017,ef2016d_rv.csv,EFD,58,0,0,0,0,981,,0,0,0,0,,22,0,0,1696
136473,2018,ef2017d_rv.csv,EFD,57,0,0,0,0,898,,0,0,0,0,,21,0,0,1562
136473,2019,ef2018d_rv.csv,EFD,57,0,0,0,0,919,,0,0,0,0,,22,0,0,1623
136473,2020,ef2019d_rv.csv,EFD,57,0,0,0,0,1023,,0,0,0,0,,23,0,0,1786
136473,2021,ef2020d_rv.csv,EFD,59,0,0,0,0,866,,0,0,0,0,,24,0,0,1477
136473,2022,ef2021d_rv.csv,EFD,55,0,0,0,0,766,,0,0,0,0,,22,0,0,1384
136473,2023,ef2022d_rv.csv,EFD,50,0,0,0,0,822,,0,0,0,0,,21,0,0,1660
136473,2024,ef2023d.csv,EFD,48,0,0,0,0,813,,0,0,0,0,,23,0,0,1693
136516,2007,ef2006d_RV.csv,EFD,31,,,,,676,64,,,,,44,,,,2201
136516,2008,ef2007d_rv.csv,EFD,46,0,0,676,676,947,65,,,683,683,45,,439,309,2048
136516,2009,ef2008d_rv.csv,EFD,46,0,0,947,947,1016,66,,,711,711,47,,625,335,2203
136516,2010,ef2009d_rv.csv,EFD,45,0,0,1016,1016,1077,62,,,698,698,49,16,632,339,2402
136516,2011,ef2010d_rv.csv,EFD,46,0,0,0,0,1201,,,,0,0,,19,0,0,2603
136516,2012,ef2011d_rv.csv,EFD,49,0,0,0,0,1143,,,,0,0,,20,0,0,2341
136516,2013,ef2012d_rv.csv,EFD,43,0,0,0,0,1042,,,,0,0,,21,0,0,2407
136516,2014,ef2013d_rv.csv,EFD,43,0,0,0,0,977,,,,0,0,,19,0,0,2292
136516,2015,ef2014d_rv.csv,EFD,39,0,0,0,0,819,,,,0,0,,26,0,0,2103
136516,2016,ef2015d_rv.csv,EFD,39,0,0,0,0,759,,,,0,0,,23,0,0,1956
136516,2017,ef2016d_rv.csv,EFD,35,0,0,0,0,825,,0,0,0,0,,27,0,0,2353
136516,2018,ef2017d_rv.csv,EFD,39,0,0,0,0,901,,0,0,0,0,,25,0,0,2299
136516,2019,ef2018d_rv.csv,EFD,36,0,0,0,0,799,,0,0,0,0,,24,0,0,2199
136516,2020,ef2019d_rv.csv,EFD,38,0,0,0,0,841,,0,0,0,0,,27,0,0,2191
136516,2021,ef2020d_rv.csv,EFD,41,0,0,20,20,653,70,0,0,9,9,44,25,14,4,1612
136516,2022,ef2021d_rv.csv,EFD,38,0,0,0,0,653,,0,0,0,0,,20,0,0,1727
136516,2023,ef2022d_rv.csv,EFD,39,0,0,0,0,545,,0,0,0,0,,20,0,0,1381
